,Discriminacao,Dificuldade,Adivinhacao
V183,5.309,-0.771,0.101
V184,5.308,-0.771,0.101
V185,5.693,-0.320,0.095
V186,5.307,-0.772,0.101
V187,4.223,-1.088,0.312
V188,2.397,-0.874,0.058
V189,1.832,-1.592,0.063
V190,4.224,-1.087,0.312
V191,5.691,-0.320,0.095
V192,4.226,-1.086,0.313
V193,4.517,-0.337,0.056
V194,5.304,-0.772,0.102
V195,5.304,-0.772,0.102
V196,5.689,-0.320,0.096
V197,4.517,-0.337,0.056
V198,5.303,-0.772,0.103
V199,-3.727,-0.450,0.013
V200,4.232,-1.083,0.316
V201,2.052,-1.491,0.066
V202,5.302,-0.772,0.103
V203,7.604,0.640,0.223
V204,5.301,-0.772,0.103
V205,5.301,-0.772,0.103
V206,3.990,-1.832,0.047
V207,5.686,-0.320,0.097
V208,5.299,-0.772,0.104
V209,5.299,-0.772,0.104
V210,5.298,-0.772,0.104
V211,5.283,0.019,0.060
V212,5.298,-0.772,0.104
V213,5.684,-0.320,0.098
V214,5.038,-0.357,0.048
V215,1.832,-1.592,0.063
V216,4.242,-1.077,0.320
V217,-4.650,-0.239,0.008
V218,5.683,-0.320,0.098
V219,5.038,-0.357,0.048
V220,5.038,-0.357,0.048
V221,5.296,-0.772,0.105
V222,4.245,-1.076,0.322
V223,1.832,-1.592,0.064
V224,5.295,-0.772,0.105
V225,-0.595,-7.223,0.131
V226,5.294,-0.772,0.106
V227,5.293,-0.772,0.106
V228,5.293,-0.772,0.106
V229,5.082,-0.177,0.045
V230,5.292,-0.773,0.106
V231,4.517,-0.337,0.056
V232,5.232,-0.192,0.060
V233,-12.147,-0.399,0.801
V234,2.398,-0.873,0.058
V235,5.292,-0.773,0.106
V236,5.291,-0.773,0.106
V237,5.232,-0.192,0.060
V238,5.291,-0.773,0.107
V239,5.290,-0.773,0.107
V240,2.398,-0.873,0.058
V241,5.290,-0.773,0.107
V242,5.289,-0.773,0.107
V243,5.288,-0.773,0.107
V244,5.288,-0.773,0.108
V245,-13.539,-0.365,0.799
V246,3.990,-1.832,0.047
V247,5.287,-0.773,0.108
V248,4.259,-1.068,0.329
V249,4.260,-1.067,0.329
V250,5.674,-0.320,0.101
V251,3.006,-0.323,0.066
V252,5.285,-0.773,0.108
V253,5.285,-0.773,0.109
V254,-22.159,-0.541,0.030
V255,4.263,-1.065,0.331
V256,4.264,-1.065,0.331
V257,5.283,-0.773,0.109
V258,2.052,-1.491,0.067
V259,4.266,-1.064,0.332
V260,2.398,-0.872,0.058
V261,5.282,-0.773,0.110
V262,4.268,-1.063,0.333
V263,4.268,-1.062,0.334
V264,5.280,-0.773,0.110
V265,5.280,-0.773,0.110
V266,5.279,-0.773,0.110
V267,2.791,-0.010,0.113
V268,4.272,-1.060,0.335
V269,4.273,-1.060,0.336
V270,5.278,-0.773,0.111
V271,5.277,-0.774,0.111
V272,5.276,-0.774,0.111
V273,-37.826,-0.418,0.340
V274,4.276,-1.058,0.338
V275,5.275,-0.774,0.112
V276,5.476,0.074,0.042
V277,4.277,-1.057,0.338
V278,-4.313,-1.456,0.952
V279,5.274,-0.774,0.112
V280,5.664,-0.320,0.105
V281,4.280,-1.055,0.340
V282,5.476,0.074,0.042
V283,4.280,-1.055,0.340
V284,4.281,-1.054,0.341
V285,2.399,-0.872,0.059
V286,-0.542,2.160,0.000
V287,-36.309,-0.427,0.417
V288,2.399,-0.872,0.059
V289,5.272,-0.774,0.113
V290,5.232,-0.192,0.060
V291,5.271,-0.774,0.113
V292,5.270,-0.774,0.113
V293,4.284,-1.053,0.342
V294,-0.173,-23.147,0.244
V295,5.443,0.646,0.770
V296,5.269,-0.774,0.114
V297,4.286,-1.052,0.343
V298,4.808,-0.095,0.063
V299,4.286,-1.051,0.344
V300,2.400,-0.871,0.059
V301,4.287,-1.051,0.344
V302,5.267,-0.774,0.114
V303,5.267,-0.774,0.115
V304,2.746,-0.222,0.064
V305,4.289,-1.049,0.345
V306,5.266,-0.774,0.115
V307,4.291,-1.049,0.346
V308,4.291,-1.048,0.347
V309,5.264,-0.774,0.116
V310,4.293,-1.047,0.347
V311,2.400,-0.871,0.059
V312,5.655,-0.320,0.108
V313,5.262,-0.774,0.116
V314,5.654,-0.320,0.108
V315,5.476,0.074,0.042
V316,3.506,-0.377,0.065
V317,5.261,-0.775,0.116
V318,4.296,-1.045,0.350
V319,5.260,-0.775,0.117
V320,-34.788,-0.429,0.154
V321,-5.058,-2.173,0.489
V322,5.260,-0.775,0.117
V323,4.298,-1.044,0.351
V324,5.258,-0.775,0.117
V325,-26.898,-0.434,0.562
V326,-3.336,0.446,0.013
V327,3.515,-0.114,0.065
V328,2.401,-0.870,0.059
V329,4.517,-0.337,0.056
V330,4.203,-0.133,0.059
V331,3.990,-1.832,0.047
V332,5.651,-0.320,0.109
V333,5.257,-0.775,0.118
V334,1.325,-1.644,0.074
V335,5.257,-0.775,0.118
V336,5.256,-0.775,0.118
V337,5.256,-0.775,0.118
V338,4.302,-1.041,0.354
V339,2.133,-0.483,0.068
V340,5.255,-0.775,0.119
V341,5.038,-0.357,0.048
V342,-59.703,-0.532,0.030
V343,2.401,-0.870,0.060
V344,5.254,-0.775,0.119
V345,5.038,-0.357,0.048
V346,5.253,-0.775,0.119
V347,4.305,-1.039,0.356
V348,4.306,-1.039,0.356
V349,1.919,-1.687,0.051
V350,4.230,-0.390,0.058
V351,1.832,-1.592,0.064
V352,4.081,0.499,0.036
V353,5.251,-0.775,0.120
V354,5.251,-0.775,0.120
V355,-32.064,-0.432,0.479
V356,1.885,-0.623,0.048
V357,5.250,-0.775,0.120
V358,4.308,-1.037,0.358
V359,3.660,-0.100,0.064
V360,5.249,-0.775,0.120
V361,4.309,-1.036,0.359
V362,5.082,-0.177,0.045
V363,4.310,-1.036,0.359
V364,4.310,-1.036,0.360
V365,5.871,-0.046,0.055
V366,5.247,-0.775,0.121
V367,4.312,-1.035,0.360
V368,5.246,-0.776,0.121
V369,4.313,-1.034,0.361
V370,5.245,-0.776,0.122
V371,5.244,-0.776,0.122
V372,4.314,-1.033,0.362
V373,5.243,-0.776,0.122
V374,4.315,-1.032,0.363
V375,-13.879,-0.545,0.084
V376,5.242,-0.776,0.123
V377,4.316,-1.032,0.364
V378,2.402,-0.870,0.060
V379,5.038,-0.357,0.049
V380,5.241,-0.776,0.123
V381,1.885,-0.622,0.048
V382,5.016,-0.205,0.060
V383,2.194,0.930,0.268
V384,5.241,-0.776,0.123
V385,5.240,-0.776,0.123
V386,2.402,-0.869,0.060
V387,5.240,-0.776,0.124
V388,5.239,-0.776,0.124
V389,4.319,-1.029,0.366
V390,2.403,-0.869,0.060
V391,2.052,-1.491,0.067
V392,5.238,-0.776,0.124
V393,5.038,-0.357,0.049
V394,5.237,-0.776,0.124
V395,2.925,0.001,0.069
V396,5.237,-0.776,0.125
V397,5.236,-0.776,0.125
V398,5.236,-0.776,0.125
V399,5.235,-0.776,0.125
V400,4.517,-0.337,0.056
V401,-43.424,-0.438,0.347
V402,-26.155,-0.421,0.570
V403,-36.014,-0.451,0.451
V404,4.228,-0.137,0.063
V405,5.631,-0.320,0.116
V406,5.234,-0.776,0.125
V407,5.630,-0.320,0.116
V408,4.324,-1.026,0.370
V409,-4.019,-0.511,0.022
V410,2.403,-0.868,0.060
V411,5.476,0.074,0.043
V412,5.233,-0.776,0.126
V413,2.052,-1.491,0.067
V414,5.629,-0.320,0.117
V415,2.404,-0.868,0.060
V416,5.232,-0.776,0.126
V417,5.628,-0.320,0.117
V418,5.231,-0.776,0.127
V419,5.230,-0.777,0.127
V420,5.229,-0.777,0.127
V421,2.404,-0.868,0.061
V422,-17.484,-0.433,0.725
V423,5.229,-0.777,0.127
V424,4.328,-1.023,0.374
V425,2.405,-0.867,0.061
V426,2.405,-0.867,0.061
V427,5.625,-0.319,0.118
V428,5.227,-0.777,0.128
V429,4.329,-1.022,0.375
V430,5.624,-0.319,0.118
V431,5.624,-0.319,0.118
V432,5.623,-0.319,0.119
V433,5.225,-0.777,0.129
V434,4.331,-1.020,0.377
V435,4.516,-0.337,0.056
V436,4.332,-1.020,0.378
V437,5.258,0.020,0.057
V438,-12.205,-2.384,0.467
V439,5.223,-0.777,0.129
V440,5.223,-0.777,0.129
V441,2.405,-0.866,0.061
V442,4.333,-1.019,0.379
V443,5.221,-0.777,0.130
V444,2.406,-0.866,0.061
V445,-7.015,-0.522,0.816
V446,5.221,-0.777,0.130
V447,5.619,-0.319,0.120
V448,5.220,-0.777,0.130
V449,5.219,-0.777,0.130
V450,5.219,-0.777,0.131
V451,3.990,-1.832,0.048
V452,5.476,0.074,0.043
V453,5.617,-0.319,0.121
V454,4.336,-1.017,0.382
V455,2.406,-0.866,0.062
V456,5.217,-0.777,0.131
V457,5.232,-0.192,0.060
V458,4.336,-1.016,0.383
V459,3.353,-0.111,0.066
V460,4.337,-1.016,0.383
V461,3.990,-1.832,0.048
V462,5.216,-0.777,0.132
V463,5.215,-0.777,0.132
V464,2.407,-0.865,0.062
V465,3.500,-0.154,0.066
V466,4.338,-1.015,0.384
V467,0.265,-13.982,0.073
V468,5.214,-0.778,0.132
V469,5.213,-0.778,0.132
V470,4.339,-1.014,0.385
V471,5.212,-0.778,0.133
V472,5.212,-0.778,0.133
V473,5.211,-0.778,0.133
V474,4.340,-1.013,0.387
V475,5.210,-0.778,0.133
V476,5.210,-0.778,0.134
V477,5.038,-0.357,0.049
V478,5.209,-0.778,0.134
V479,3.990,-1.832,0.048
V480,5.038,-0.357,0.049
V481,2.407,-0.865,0.062
V482,5.209,-0.778,0.134
V483,5.208,-0.778,0.134
V484,4.342,-1.011,0.389
V485,5.207,-0.778,0.134
V486,5.207,-0.778,0.135
V487,4.384,-0.402,0.061
V488,4.343,-1.011,0.390
V489,5.206,-0.778,0.135
V490,3.690,0.113,0.058
V491,5.205,-0.778,0.135
V492,-34.441,-0.409,0.301
V493,4.344,-1.010,0.391
V494,2.937,-0.740,0.067
V495,2.052,-1.491,0.067
V496,5.038,-0.357,0.049
V497,4.344,-1.009,0.392
V498,4.344,-1.009,0.392
V499,5.476,0.074,0.043
V500,5.038,-0.357,0.049
V501,5.203,-0.778,0.136
