,Discriminacao,Dificuldade,Adivinhacao
V122,8.208,-0.070,0.010
V123,3.159,-3.368,0.048
V124,1.294,0.269,0.453
V125,5.165,-1.213,0.012
V126,5.165,-1.213,0.012
V127,5.516,-1.225,0.110
V128,3.159,-3.368,0.048
V129,5.165,-1.213,0.012
V130,5.165,-1.213,0.012
V131,5.166,-1.213,0.012
V132,3.813,-2.362,0.047
V133,5.386,-1.174,0.222
V134,3.219,-1.282,0.464
V135,3.215,-2.083,0.071
V136,3.702,-1.960,0.026
V137,8.329,-0.454,0.215
V138,1.618,-2.674,0.146
V139,4.446,-1.552,0.176
V140,4.657,-0.234,0.023
V141,2.242,-2.865,0.069
V142,8.351,-0.242,0.206
V143,5.166,-1.213,0.012
V144,3.159,-3.368,0.048
V145,4.580,0.159,0.094
V146,3.835,-1.702,0.025
V147,3.835,-1.702,0.025
V148,3.095,-1.328,0.438
V149,5.166,-1.213,0.012
V150,5.166,-1.214,0.012
V151,4.658,-2.716,0.237
V152,5.167,-1.214,0.012
V153,2.873,-0.153,0.012
V154,5.167,-1.214,0.012
V155,3.119,-2.817,0.176
V156,5.167,-1.214,0.011
V157,3.814,-2.362,0.047
V158,5.038,-0.087,0.011
V159,5.407,-1.237,0.108
V160,4.790,-1.566,0.184
V161,3.159,-3.368,0.049
V162,8.236,-0.069,0.010
V163,4.013,-2.385,0.062
V164,4.847,-1.038,0.495
V165,5.167,-1.214,0.011
V166,4.695,-1.447,0.208
V167,5.076,-0.058,0.094
V168,5.167,-1.214,0.011
V169,3.688,-0.769,0.108
V170,5.404,-1.168,0.221
V171,4.659,-0.234,0.023
V172,10.333,0.303,0.010
V173,2.457,-2.096,0.093
V174,3.159,-3.368,0.049
V175,3.701,-1.959,0.026
V176,5.516,-1.225,0.110
V177,3.568,-0.621,0.013
V178,4.660,-0.234,0.023
V179,5.168,-1.214,0.011
V180,8.190,-0.481,0.011
V181,8.190,-0.481,0.011
V182,5.168,-1.214,0.011
V183,15.556,1.090,0.087
V184,1.935,-3.234,0.068
V185,2.355,-0.591,0.015
V186,3.840,-0.433,0.015
V187,3.814,-2.362,0.047
V188,5.168,-1.214,0.011
V189,3.159,-3.368,0.049
V190,2.458,-2.095,0.094
V191,3.523,-2.554,0.129
V192,3.309,-0.672,0.013
V193,3.560,-2.305,0.515
V194,3.114,-0.455,0.011
V195,5.169,-1.214,0.011
V196,3.700,-1.959,0.026
V197,3.159,-3.368,0.049
V198,8.349,-0.170,0.092
V199,5.169,-1.214,0.011
V200,3.699,-1.958,0.026
V201,3.332,-0.894,0.012
V202,3.159,-3.368,0.049
V203,12.406,0.080,0.011
V204,1.706,-0.753,0.014
V205,5.169,-1.214,0.011
V206,3.107,-2.810,0.181
V207,5.170,-1.214,0.011
V208,5.170,-1.214,0.011
V209,4.036,-0.544,0.371
V210,1.131,-3.334,0.112
V211,3.345,-0.874,0.012
V212,3.839,-1.702,0.025
V213,5.170,-1.214,0.011
V214,5.516,-1.225,0.110
V215,5.142,-1.955,0.154
V216,4.011,-1.571,0.161
V217,2.996,-3.052,0.326
V218,4.171,-1.568,0.168
V219,1.632,-4.279,0.067
V220,3.102,-2.808,0.183
V221,8.195,-0.481,0.010
V222,2.463,-2.103,0.094
V223,5.171,-1.214,0.011
V224,5.171,-1.214,0.011
V225,5.171,-1.214,0.011
V226,4.878,-1.158,0.350
V227,1.632,-4.279,0.067
V228,1.231,-3.616,0.105
V229,4.698,-1.005,0.499
V230,11.146,0.051,0.011
V231,1.765,-1.005,0.014
V232,5.171,-1.214,0.011
V233,15.864,1.185,0.030
V234,5.171,-1.214,0.011
V235,3.715,0.018,0.062
V236,3.889,-2.149,0.846
V237,5.172,-1.214,0.011
V238,9.796,0.449,0.140
V239,8.994,-0.459,0.101
V240,8.197,-0.481,0.010
V241,3.617,-0.608,0.013
V242,3.840,-1.703,0.025
V243,2.785,-1.032,0.012
V244,1.632,-4.278,0.067
V245,13.323,0.738,0.156
V246,4.852,-2.011,0.020
V247,2.763,-0.824,0.013
V248,3.598,-0.791,0.108
V249,2.820,-1.676,0.361
V250,3.345,-0.874,0.012
V251,2.528,-1.704,0.209
V252,3.841,-1.703,0.025
V253,3.708,-0.459,0.011
V254,5.172,-1.214,0.011
V255,3.159,-3.368,0.049
V256,3.730,-2.232,0.833
V257,5.398,-1.822,0.019
V258,3.874,-0.422,0.015
V259,4.852,-1.038,0.495
V260,7.047,-0.317,0.010
V261,2.771,-0.822,0.013
V262,1.211,-3.708,0.064
V263,3.711,-0.457,0.011
V264,1.632,-4.278,0.068
V265,3.595,-0.832,0.012
V266,5.145,-1.955,0.154
V267,1.935,-3.234,0.068
V268,5.173,-1.214,0.011
V269,3.841,-1.703,0.025
V270,3.510,-0.852,0.012
V271,5.173,-1.214,0.011
V272,4.664,-2.714,0.239
V273,5.173,-1.215,0.011
V274,3.815,-2.362,0.047
V275,3.159,-3.368,0.050
V276,3.522,-2.549,0.135
V277,8.200,-0.481,0.010
V278,8.177,-0.268,0.093
V279,1.960,-1.715,0.028
V280,5.174,-1.215,0.011
V281,4.670,-2.712,0.241
V282,1.211,-3.708,0.064
V283,8.201,-0.481,0.010
V284,-2.535,-5.542,0.569
V285,3.697,-1.957,0.026
V286,8.256,1.038,0.050
V287,3.843,-1.703,0.025
V288,3.516,-2.552,0.135
V289,7.639,-0.130,0.010
V290,5.175,-1.215,0.011
V291,5.175,-1.215,0.011
V292,3.815,-2.361,0.047
V293,8.774,-0.113,0.011
V294,5.332,2.356,0.407
V295,5.175,-1.215,0.011
V296,3.595,-0.832,0.012
V297,2.459,-2.094,0.094
V298,4.173,-1.568,0.168
V299,2.763,-0.824,0.013
V300,3.344,-0.875,0.011
V301,10.721,0.024,0.197
V302,14.060,0.106,0.011
V303,5.544,0.046,0.069
V304,7.093,-0.315,0.010
V305,3.110,-2.853,0.506
V306,20.129,1.042,0.391
V307,3.159,-3.368,0.050
V308,8.204,-0.481,0.010
V309,4.852,-2.011,0.020
V310,7.964,-0.288,0.011
V311,8.537,-0.178,0.011
V312,9.797,0.449,0.140
V313,4.676,-2.710,0.243
V314,7.174,-0.209,0.010
V315,2.806,-0.435,0.015
V316,5.176,-1.215,0.011
V317,1.289,-3.973,0.086
V318,3.844,-1.703,0.025
V319,5.398,-1.822,0.019
V320,5.407,-1.237,0.108
V321,5.176,-1.215,0.011
V322,3.076,-2.799,0.190
V323,8.205,-0.481,0.010
V324,5.176,-1.215,0.011
V325,6.166,0.493,0.148
V326,3.598,-0.791,0.108
V327,3.845,-1.703,0.025
V328,3.159,-3.368,0.050
V329,3.847,-1.703,0.025
V330,8.206,-0.481,0.010
V331,5.140,-1.167,0.362
V332,3.558,-0.840,0.012
V333,3.816,-2.361,0.047
V334,1.620,-2.671,0.147
V335,5.177,-1.215,0.011
V336,5.177,-1.215,0.011
V337,8.207,-0.481,0.010
V338,5.516,-1.225,0.110
V339,1.115,4.772,0.008
V340,8.208,-0.481,0.010
V341,2.150,-0.211,0.186
V342,3.159,-3.368,0.050
V343,2.563,-2.085,0.102
V344,8.208,-0.481,0.010
V345,3.291,-1.256,0.478
V346,3.846,-1.703,0.025
V347,5.178,-1.215,0.011
V348,3.711,-0.457,0.011
V349,3.847,-1.703,0.025
V350,3.159,-3.368,0.050
V351,3.847,-1.703,0.025
V352,0.874,-4.412,0.090
V353,3.678,-2.067,0.089
V354,5.178,-1.215,0.011
V355,5.178,-1.215,0.011
V356,3.065,-2.797,0.193
V357,3.058,-2.844,0.516
V358,3.343,-0.875,0.011
V359,5.179,-1.215,0.011
V360,5.179,-1.215,0.011
V361,4.695,-1.447,0.208
V362,5.179,-1.215,0.011
V363,4.682,-2.708,0.245
V364,8.331,-0.454,0.215
V365,5.179,-1.215,0.011
V366,3.816,-2.361,0.047
V367,4.775,-1.031,0.497
V368,1.632,-4.278,0.068
V369,8.212,-0.481,0.010
V370,5.516,-1.225,0.110
V371,4.130,-1.226,0.345
V372,8.825,-0.465,0.098
V373,4.575,-1.434,0.207
V374,5.180,-1.215,0.011
V375,3.693,-1.956,0.027
V376,3.693,-1.956,0.027
V377,1.067,-3.847,0.082
V378,5.180,-1.216,0.011
V379,3.817,-2.361,0.047
V380,1.084,-3.817,0.116
V381,23.130,1.602,0.001
V382,1.084,-3.816,0.116
V383,3.849,-1.703,0.025
V384,5.181,-1.216,0.011
V385,1.486,-2.698,0.172
V386,1.632,-4.277,0.068
V387,8.214,-0.481,0.010
V388,8.214,-0.481,0.010
V389,5.516,-1.226,0.110
V390,6.049,-0.881,0.488
V391,5.406,-1.237,0.108
V392,5.181,-1.216,0.011
V393,5.181,-1.216,0.011
V394,3.515,-2.306,0.510
V395,4.704,-1.004,0.498
V396,3.521,-0.626,0.013
V397,8.845,-0.022,0.010
V398,11.941,0.723,0.117
V399,3.851,-1.703,0.025
V400,3.851,-1.703,0.025
V401,8.216,-0.481,0.010
V402,5.182,-1.216,0.011
V403,8.994,-0.459,0.101
V404,3.228,-2.400,0.787
V405,3.159,-3.368,0.050
V406,3.852,-1.703,0.025
V407,3.049,-2.795,0.198
V408,8.598,1.119,0.049
V409,4.094,-0.059,0.095
V410,5.183,-1.216,0.011
V411,5.183,-1.216,0.011
V412,1.156,-3.693,0.081
V413,3.521,-0.626,0.013
V414,1.488,-2.693,0.173
V415,3.343,-0.875,0.011
V416,4.855,-1.167,0.349
V417,6.296,0.426,0.106
V418,5.183,-1.216,0.011
V419,5.183,-1.216,0.011
V420,8.219,-0.481,0.010
V421,5.183,-1.216,0.011
V422,3.358,0.028,0.094
V423,5.386,-1.174,0.222
V424,6.166,-1.192,0.112
V425,5.184,-1.216,0.011
V426,5.184,-1.216,0.011
V427,5.184,-1.216,0.011
V428,3.817,-2.361,0.047
V429,5.184,-1.216,0.011
V430,4.409,-0.013,0.012
V431,3.045,-2.793,0.202
V432,3.818,-2.361,0.048
V433,5.184,-1.216,0.011
V434,3.854,-1.703,0.025
V435,5.185,-1.216,0.011
V436,5.185,-1.216,0.011
V437,1.632,-4.277,0.068
V438,3.159,-3.368,0.050
V439,3.854,-1.703,0.025
V440,4.709,-1.004,0.498
V441,1.806,-3.621,0.085
V442,4.696,-1.446,0.208
V443,1.632,-4.277,0.068
V444,5.185,-1.216,0.011
V445,1.307,-3.956,0.090
V446,4.880,-1.158,0.350
V447,3.689,-1.956,0.027
V448,3.159,-3.368,0.051
V449,5.185,-1.216,0.011
V450,2.824,-2.436,0.060
V451,5.516,-1.226,0.110
V452,5.185,-1.216,0.011
V453,1.324,7.662,0.772
V454,5.186,-1.216,0.011
V455,3.342,-0.875,0.011
V456,10.821,0.608,0.039
V457,3.581,-0.615,0.013
V458,8.176,1.199,0.102
V459,5.103,0.114,0.014
V460,5.186,-1.216,0.011
V461,8.224,-0.481,0.010
V462,5.850,2.129,0.007
V463,2.807,-3.055,0.346
V464,3.044,-2.788,0.208
V465,7.633,1.695,0.010
V466,3.332,-0.894,0.012
V467,8.116,-0.476,0.084
V468,2.912,-0.618,0.013
V469,4.881,-1.158,0.350
V470,6.166,-1.192,0.112
V471,5.187,-1.217,0.011
V472,2.647,-1.686,0.345
V473,8.225,-0.481,0.010
V474,3.445,0.347,0.011
V475,1.754,2.997,0.034
V476,3.127,-2.090,0.069
V477,3.595,-0.832,0.012
V478,4.447,-1.552,0.176
V479,5.187,-1.217,0.011
V480,5.187,-1.217,0.011
V481,8.226,-0.481,0.010
V482,5.187,-1.217,0.011
V483,5.188,-1.217,0.011
V484,1.801,-1.558,0.033
V485,5.188,-1.217,0.011
V486,8.227,-0.481,0.010
V487,4.882,-1.158,0.349
V488,4.575,-1.187,0.361
V489,2.738,-1.010,0.108
V490,2.461,-2.093,0.094
V491,3.858,-1.704,0.025
V492,3.858,-1.704,0.025
V493,5.188,-1.217,0.011
V494,4.519,-0.181,0.011
V495,7.964,-0.269,0.103
V496,1.935,-3.234,0.068
V497,3.159,-3.368,0.051
V498,4.076,-0.092,0.011
V499,3.493,-2.307,0.506
V500,3.046,-2.783,0.216
V501,10.230,0.590,0.134
