,Discriminacao,Dificuldade,Adivinhacao
V106,1.505,-2.436,0.101
V107,2.021,-1.285,0.158
V108,5.699,-1.725,0.049
V109,4.735,-1.257,0.062
V110,2.353,-2.073,0.078
V111,3.661,-0.593,0.211
V112,4.736,-1.257,0.063
V113,4.388,-1.556,0.243
V114,5.700,-1.725,0.049
V115,4.769,-1.425,0.200
V116,1.634,-1.629,0.124
V117,2.889,-1.255,0.082
V118,4.391,-1.554,0.244
V119,5.700,-1.725,0.049
V120,3.631,-1.759,0.063
V121,3.448,-1.953,0.066
V122,3.011,-2.333,0.058
V123,3.448,-1.953,0.066
V124,2.353,-2.073,0.079
V125,5.700,-1.725,0.049
V126,2.417,-1.279,0.100
V127,2.353,-2.073,0.079
V128,6.243,0.728,0.160
V129,3.448,-1.953,0.066
V130,2.889,-1.255,0.082
V131,3.255,-1.763,0.072
V132,1.419,-2.915,0.090
V133,1.454,-2.175,0.112
V134,1.428,-3.544,0.076
V135,4.736,-1.256,0.063
V136,1.429,-3.544,0.077
V137,2.711,-1.098,0.096
V138,2.295,-2.465,0.077
V139,2.417,-1.279,0.100
V140,2.839,-1.569,0.083
V141,4.770,-1.424,0.201
V142,2.808,-2.104,0.066
V143,2.198,-1.779,0.102
V144,3.875,-1.859,0.245
V145,2.826,-0.491,0.229
V146,4.736,-1.256,0.063
V147,1.505,-2.436,0.101
V148,2.839,-1.569,0.083
V149,4.526,-0.186,0.167
V150,1.613,-1.831,0.113
V151,3.161,-0.798,0.193
V152,3.632,-1.759,0.063
V153,6.615,0.730,0.162
V154,1.106,-2.047,0.129
V155,3.012,-2.333,0.058
V156,2.353,-2.073,0.079
V157,2.264,-1.898,0.080
V158,3.012,-2.333,0.059
V159,1.968,-1.872,0.105
V160,2.354,-2.072,0.079
V161,2.808,-2.104,0.066
V162,3.012,-2.333,0.059
V163,1.505,-2.435,0.102
V164,1.842,-1.675,0.114
V165,4.047,-1.403,0.067
V166,1.105,-2.749,0.113
V167,4.737,-1.256,0.063
V168,1.506,-2.434,0.102
V169,3.449,-1.953,0.066
V170,4.737,-1.256,0.063
V171,2.354,-2.072,0.079
V172,7.107,0.627,0.168
V173,2.738,-1.065,0.169
V174,2.939,-0.853,0.180
V175,4.770,-1.423,0.202
V176,1.969,-1.871,0.105
V177,1.843,-1.674,0.114
V178,2.264,-1.897,0.080
V179,2.808,-2.103,0.066
V180,3.473,-0.972,0.169
V181,1.552,-2.426,0.094
V182,4.043,-0.558,0.141
V183,3.875,-1.858,0.247
V184,4.770,-1.422,0.203
V185,2.053,-1.589,0.117
V186,2.265,-1.897,0.080
V187,3.875,-1.857,0.248
V188,4.398,-1.548,0.247
V189,2.920,-2.565,0.316
V190,1.419,-2.915,0.090
V191,2.919,-2.564,0.317
V192,3.897,-0.564,0.180
V193,2.354,-2.072,0.080
V194,2.054,-1.588,0.118
V195,4.770,-1.420,0.205
V196,3.868,-0.455,0.145
V197,3.875,-1.855,0.251
V198,1.371,-1.251,0.149
V199,4.737,-1.256,0.064
V200,2.354,-2.072,0.080
V201,2.354,-2.071,0.080
V202,3.012,-2.332,0.059
V203,10.585,0.112,0.202
V204,8.512,0.538,0.166
V205,3.632,-1.759,0.064
V206,2.917,-2.564,0.319
V207,1.854,-1.654,0.121
V208,1.447,-2.270,0.104
V209,3.408,-2.131,0.288
V210,4.770,-1.419,0.206
V211,2.839,-1.569,0.084
V212,1.970,-1.870,0.105
V213,2.146,-1.852,0.095
V214,2.915,-2.563,0.321
V215,4.738,-1.256,0.064
V216,2.915,-2.563,0.322
V217,2.265,-1.896,0.081
V218,3.012,-2.332,0.059
V219,1.971,-1.869,0.106
V220,1.973,-1.868,0.106
V221,2.808,-2.103,0.066
V222,4.770,-1.417,0.207
V223,4.770,-1.417,0.208
V224,1.419,-2.914,0.090
V225,4.008,-0.135,0.249
V226,3.551,-0.478,0.214
V227,4.738,-1.256,0.064
V228,5.700,-1.725,0.049
V229,6.243,0.728,0.160
V230,3.449,-1.953,0.067
V231,5.700,-1.725,0.050
V232,3.012,-2.332,0.060
V233,3.875,-1.850,0.255
V234,4.738,-1.256,0.064
V235,2.266,-1.896,0.081
V236,2.354,-2.071,0.080
V237,4.770,-1.416,0.208
V238,2.912,-2.562,0.326
V239,3.633,-1.759,0.064
V240,2.911,-2.562,0.327
V241,4.415,-1.533,0.256
V242,1.974,-1.867,0.106
V243,1.879,-1.581,0.105
V244,3.876,-1.848,0.258
V245,2.417,-1.279,0.100
V246,4.769,-1.415,0.210
V247,2.909,-2.561,0.330
V248,5.700,-1.725,0.050
V249,3.633,-1.759,0.064
V250,2.908,-2.561,0.330
V251,5.834,0.034,0.186
V252,2.576,-1.429,0.090
V253,1.553,-2.426,0.094
V254,2.355,-2.071,0.081
V255,2.742,-1.063,0.170
V256,3.012,-2.332,0.060
V257,5.700,-1.725,0.050
V258,3.475,-0.972,0.169
V259,1.975,-1.866,0.107
V260,3.013,-2.332,0.060
V261,3.876,-1.846,0.260
V262,4.768,-1.413,0.212
V263,5.700,-1.725,0.050
V264,9.168,0.112,0.217
V265,2.243,-1.656,0.088
V266,4.767,-1.413,0.212
V267,4.924,-0.061,0.200
V268,4.897,-0.135,0.188
V269,3.413,-2.117,0.300
V270,0.860,-1.742,0.155
V271,2.505,-0.551,0.193
V272,3.449,-1.953,0.067
V273,6.471,0.094,0.221
V274,2.576,-1.429,0.090
V275,1.976,-1.865,0.107
V276,4.767,-1.413,0.213
V277,2.359,-1.234,0.117
V278,2.717,-1.090,0.157
V279,4.739,-1.256,0.064
V280,3.013,-2.332,0.060
V281,2.545,-1.137,0.154
V282,3.013,-2.332,0.061
V283,3.013,-2.332,0.061
V284,1.855,-1.653,0.122
V285,4.044,-0.558,0.142
V286,5.700,-1.725,0.050
V287,10.678,0.072,0.201
V288,5.700,-1.725,0.051
V289,3.876,-1.843,0.263
V290,8.220,0.056,0.200
V291,4.766,-1.412,0.214
V292,2.274,-1.651,0.089
V293,2.905,-2.558,0.337
V294,3.876,-1.841,0.265
V295,1.893,-2.225,0.088
V296,5.700,-1.725,0.051
V297,2.904,-2.558,0.338
V298,1.506,-2.434,0.102
V299,3.013,-2.331,0.061
V300,3.113,-0.226,0.235
V301,1.717,-1.719,0.127
V302,2.355,-2.071,0.081
V303,4.764,-1.411,0.216
V304,2.024,-1.342,0.143
V305,2.088,-1.477,0.111
V306,1.454,-2.175,0.112
V307,3.195,-1.106,0.147
V308,3.415,-2.111,0.306
V309,2.428,-1.399,0.136
V310,2.418,-1.279,0.100
V311,4.763,-1.411,0.216
V312,1.858,-1.651,0.122
V313,1.977,-1.864,0.107
V314,2.942,-0.852,0.180
V315,2.418,-1.279,0.101
V316,4.433,-1.517,0.266
V317,2.809,-2.103,0.067
V318,2.127,-1.344,0.136
V319,5.700,-1.725,0.051
V320,5.700,-1.725,0.051
V321,5.700,-1.725,0.051
V322,3.877,-1.838,0.268
V323,2.266,-1.896,0.081
V324,2.243,-1.656,0.089
V325,2.355,-2.070,0.081
V326,4.761,-1.410,0.218
V327,4.739,-1.256,0.064
V328,1.893,-2.224,0.088
V329,3.449,-1.953,0.067
V330,2.576,-1.429,0.090
V331,4.739,-1.256,0.065
V332,4.761,-1.410,0.218
V333,2.901,-2.554,0.344
V334,3.418,-2.105,0.311
V335,3.663,-0.592,0.211
V336,2.274,-1.651,0.089
V337,4.759,-1.410,0.219
V338,5.700,-1.725,0.052
V339,4.738,-0.078,0.219
V340,1.978,-1.863,0.108
V341,3.013,-2.331,0.061
V342,3.013,-2.331,0.061
V343,3.386,-0.749,0.170
V344,4.440,-1.511,0.269
V345,2.840,-1.568,0.084
V346,2.162,-1.650,0.099
V347,1.449,-2.189,0.107
V348,2.355,-2.070,0.081
V349,3.878,-1.834,0.272
V350,2.670,-1.399,0.127
V351,3.449,-1.953,0.067
V352,4.897,-0.135,0.188
V353,6.551,0.092,0.280
V354,2.900,-2.551,0.348
V355,3.571,-0.727,0.136
V356,1.894,-2.223,0.089
V357,2.840,-1.568,0.084
V358,2.900,-2.551,0.349
V359,4.444,-1.508,0.271
V360,3.878,-1.832,0.274
V361,3.683,-0.344,0.221
V362,1.979,-1.862,0.108
V363,2.809,-2.103,0.067
V364,4.739,-1.255,0.065
V365,3.878,-1.831,0.275
V366,3.014,-2.331,0.062
V367,2.162,-1.649,0.099
V368,2.069,-1.317,0.147
V369,3.014,-2.331,0.062
V370,3.014,-2.331,0.062
V371,5.700,-1.725,0.052
V372,3.014,-2.331,0.062
V373,2.355,-2.070,0.082
V374,2.809,-2.102,0.067
V375,5.826,0.725,0.208
V376,1.980,-1.861,0.108
V377,1.429,-3.543,0.077
V378,2.356,-2.070,0.082
V379,14.210,0.251,0.174
V380,1.506,-2.433,0.102
V381,4.740,-1.255,0.065
V382,2.840,-1.568,0.084
V383,4.447,-1.505,0.273
V384,3.394,-1.100,0.141
V385,2.483,-1.233,0.136
V386,1.419,-2.914,0.090
V387,10.626,0.505,0.219
V388,5.700,-1.725,0.052
V389,1.553,-2.425,0.094
V390,4.752,-1.409,0.223
V391,2.863,-1.391,0.117
V392,2.026,-1.340,0.143
V393,5.331,0.028,0.152
V394,4.751,-1.409,0.223
V395,3.879,-1.829,0.277
V396,3.879,-1.828,0.277
V397,4.452,-1.501,0.276
V398,1.894,-2.223,0.089
V399,3.014,-2.331,0.063
V400,4.747,-1.409,0.225
V401,2.026,-1.281,0.159
V402,5.700,-1.725,0.052
V403,3.449,-1.953,0.068
V404,2.356,-2.070,0.082
V405,2.899,-2.544,0.358
V406,2.088,-1.477,0.111
V407,2.431,-1.397,0.137
V408,4.745,-1.409,0.226
V409,3.014,-2.330,0.063
V410,5.085,-0.069,0.187
V411,3.450,-1.952,0.068
V412,5.016,-0.023,0.220
