,Discriminacao,Dificuldade,Adivinhacao
V302,4.685,-1.814,0.174
V303,2.188,-2.523,0.082
V304,5.772,-0.503,0.209
V305,5.603,-2.013,0.059
V306,3.783,-0.982,0.229
V307,4.500,-1.475,0.074
V308,2.314,-2.164,0.093
V309,4.941,-0.002,0.092
V310,3.367,-1.938,0.076
V311,5.273,-0.655,0.418
V312,4.111,-1.251,0.084
V313,2.188,-2.522,0.082
V314,1.220,-1.559,0.202
V315,2.188,-2.522,0.082
V316,4.563,-1.228,0.125
V317,3.151,-1.934,0.098
V318,3.151,-1.934,0.099
V319,4.683,-1.814,0.174
V320,2.314,-2.164,0.093
V321,5.773,-0.503,0.209
V322,2.314,-2.164,0.093
V323,3.010,-1.517,0.133
V324,5.603,-2.013,0.059
V325,3.367,-1.938,0.076
V326,4.853,-1.644,0.054
V327,1.323,-3.708,0.099
V328,4.853,-1.644,0.054
V329,2.276,-2.198,0.072
V330,5.603,-2.013,0.059
V331,4.841,-1.015,0.188
V332,3.541,-1.063,0.186
V333,4.428,-0.973,0.286
V334,1.511,-1.499,0.112
V335,3.367,-1.938,0.076
V336,5.603,-2.013,0.060
V337,3.902,-2.016,0.268
V338,3.545,-1.062,0.187
V339,5.603,-2.013,0.060
V340,3.367,-1.938,0.076
V341,2.643,-1.806,0.100
V342,1.918,-1.793,0.135
V343,3.367,-1.938,0.077
V344,4.681,-1.815,0.175
V345,3.010,-1.516,0.133
V346,3.496,-1.286,0.137
V347,3.548,-1.061,0.188
V348,3.905,-2.014,0.270
V349,4.853,-1.644,0.055
V350,4.089,-1.213,0.172
V351,2.765,-1.477,0.157
V352,5.603,-2.013,0.060
V353,0.339,-25.855,0.318
V354,3.367,-1.937,0.077
V355,3.907,-2.012,0.271
V356,2.960,-1.698,0.121
V357,2.188,-2.522,0.082
V358,4.365,-1.582,0.318
V359,3.760,-1.664,0.077
V360,3.279,-1.479,0.132
V361,1.431,-1.213,0.040
V362,2.188,-2.522,0.083
V363,3.910,-2.010,0.273
V364,7.835,0.446,0.441
V365,4.432,-0.972,0.287
V366,1.918,-1.792,0.135
V367,17.807,0.280,0.089
V368,2.770,-1.222,0.210
V369,3.367,-1.937,0.077
V370,3.422,-1.665,0.112
V371,3.152,-1.934,0.099
V372,5.603,-2.013,0.060
V373,4.173,-1.433,0.082
V374,4.024,-1.249,0.179
V375,3.695,-1.479,0.090
V376,4.675,-1.817,0.177
V377,3.075,-1.287,0.180
V378,3.913,-2.008,0.274
V379,5.355,-1.019,0.268
V380,3.077,-1.286,0.181
V381,4.999,-1.554,0.074
V382,3.280,-1.478,0.133
V383,4.036,-1.191,0.195
V384,4.673,-1.817,0.177
V385,2.188,-2.522,0.083
V386,2.721,-1.763,0.112
V387,4.853,-1.644,0.055
V388,3.367,-1.937,0.077
V389,4.489,-1.643,0.057
V390,5.603,-2.013,0.061
V391,3.696,-1.478,0.090
V392,3.412,-1.231,0.111
V393,3.422,-1.665,0.112
V394,4.936,-0.002,0.092
V395,3.368,-1.937,0.077
V396,2.314,-2.163,0.094
V397,6.175,-0.837,0.199
V398,6.630,0.466,0.356
V399,5.603,-2.013,0.061
V400,2.921,-1.547,0.108
V401,3.368,-1.937,0.078
V402,3.692,-1.013,0.213
V403,3.368,-1.937,0.078
V404,5.603,-2.013,0.061
V405,2.608,-0.938,0.238
V406,1.299,-1.743,0.164
V407,3.655,-1.625,0.114
V408,2.188,-2.521,0.083
V409,2.184,-2.529,0.087
V410,2.923,-1.552,0.106
V411,4.031,-1.248,0.181
V412,3.079,-1.285,0.181
